"type","size","time","Gflops"
"float",18000,"7,653447","1524,019094"
"float",18000,"7,575296","1539,741878"
"float",19000,"9,321369","1471,672209"
"float",19000,"9,088774","1509,33454"
"float",19000,"10,06062","1363,534263"
"float",19000,"9,061074","1513,948491"
"float",19000,"9,040607","1517,376053"
"float",19000,"9,054965","1514,969924"
"float",19000,"9,039072","1517,633653"
"float",19000,"9,057556","1514,53666"
"float",19000,"9,021833","1520,533641"
"float",19000,"9,928559","1381,670814"
"float",20000,"9,168773","1745,053532"
"float",20000,"9,309256","1718,719495"
"float",20000,"9,760233","1639,305114"
"float",20000,"9,191943","1740,654913"
"float",20000,"9,138062","1750,918362"
"float",20000,"9,755456","1640,107811"
"float",20000,"9,262884","1727,32389"
"float",20000,"9,175582","1743,758619"
"float",20000,"9,876173","1620,060746"
"float",20000,"9,763821","1638,70277"
